번호,사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,상세코드,위도,경도,COL1,COL2
1211,산청지막계곡캠핑장,경상남도 산청군 금서면 지막리 1073-1 외 6필지,경상남도 산청군 금서면 왕등재로 307,52230,river,glamping,couple,17,1708,35.38507,127.819,,
1212,든해솔계곡캠핑장,경상남도 산청군 신등면 모례리 830-7,경상남도 산청군 신등면 정곡척지로475번길 142-12,52253,sea,easycamping,kids,17,1708,35.40267,127.9639,,
1213,경호강야영장,경상남도 산청군 단성면 방목리 627-2,경상남도 산청군 단성면 호암로1320번길 88-1,52242,lake,caravan,pet,17,1708,35.35702,127.9164,,
1214,지리산 숲속의 쉼터,경상남도 산청군 시천면 내대리 978,경상남도 산청군 시천면 세석길 195-15 (숲속의쉼터),52237,mountain,camping,family,17,1708,35.2828,127.7211,,
1215,BABO글램핑,경상남도 산청군 생비량면 제보리 산 135,경상남도 산청군 생비량면 상능로150번길 178,52255,river,glamping,couple,17,1708,35.38503,128.067,,
1216,지리산리조트 글램핑,경상남도 산청군 시천면 중산리 549,경상남도 산청군 시천면 지리산대로511번길 11-33,52236,sea,easycamping,kids,17,1708,35.29734,127.7558,,
1217,경호강 카라반,경상남도 산청군 단성면 방목리 산 26-102,경상남도 산청군 단성면 호암로1320번길 88-4,52242,lake,caravan,pet,17,1708,35.35743,127.9157,,
1218,녹색오토캠핑장,경상북도 문경시 가은읍 완장리 223,경상북도 문경시 가은읍 대야로 1560,36993,sea,easycamping,kids,16,1607,36.67016,127.9868,,
1219,예마을 캠핑장,경상북도 고령군 덕곡면 예리 229-2,경상북도 고령군 덕곡면 덕운로 816,40126,lake,caravan,pet,16,1603,35.77885,128.2304,,
1220,청산관광농원(트리독스),경상북도 고령군 쌍림면 합가리 585-2 외 3필지,경상북도 고령군 쌍림면 용당길 42-56,40165,mountain,camping,family,16,1603,35.65049,128.2301,,
1221,고령 대가야 카라반,경상북도 고령군 대가야읍 고아리 588,경상북도 고령군 대가야읍 신남로 61,40140,river,glamping,couple,16,1603,35.71384,128.2662,,
1222,소망캠핑장,경상북도 고령군 운수면 월산리 2-1,경상북도 고령군 운수면 대가야로 1850,40121,sea,easycamping,kids,16,1603,35.77081,128.2804,,
1223,상비 캠핑장,경상북도 고령군 덕곡면 노리 623-1,경상북도 고령군 덕곡면 덕운로 1260,40126,lake,caravan,pet,16,1603,35.79807,128.1731,,
1224,웨스턴캠프,충청남도 아산시 음봉면 동천리 75-4,충청남도 아산시 음봉면 충무로604번길 12,31448,mountain,camping,family,7,710,36.83257,127.0116,,
1225,아산곡교천야영장,충청남도 아산시 권곡동 60-13,충청남도 아산시 곡교천로 407 (권곡동),31517,river,glamping,couple,7,710,36.79704,127.0239,,
1226,월선캠핑장,충청남도 아산시 영인면 월선리 157번지,충청남도 아산시 영인면 월선길 20-21,31428,sea,easycamping,kids,7,710,36.8776,126.9296,,
1227,트윈스캠핑장,충청남도 아산시 도고면 기곡리 254-6,충청남도 아산시 도고면 도고면로 117,31551,mountain,camping,family,7,710,36.75866,126.8794,,
1228,강당골캠핑파크,충청남도 아산시 송악면 강당리 182번지,충청남도 아산시 송악면 강당로 187-17,31557,river,glamping,couple,7,710,36.71621,127.0159,,
1229,밤소리관광농원,충청남도 아산시 음봉면 신정리 398,충청남도 아산시 음봉면 신정리길 109-9,31423,sea,easycamping,kids,7,710,36.87317,127.0162,,
1230,늘솔길캠핑촌,경상북도 포항시 북구 기계면 봉계리 1139-1,경상북도 포항시 북구 기계면 봉좌산길 114,37529,lake,caravan,pet,16,1621,36.06493,129.1583,,
1231,포항오토캠핑장루트7,경상북도 포항시 북구 송라면 화진리 545-1,경상북도 포항시 북구 송라면 동해대로 3166,37512,mountain,camping,family,16,1621,36.24639,129.3712,,
1232,비학산자연휴양림야영장,경상북도 포항시 북구 기북면 탑정리 39 산림휴양관,경상북도 포항시 북구 기북면 비학산길 302,37524,river,glamping,couple,16,1621,36.14708,129.2112,,
1233,땅끝황토폔션야영장,경상북도 포항시 남구 구룡포읍 석병리 산 113-24,경상북도 포항시 남구 구룡포읍 땅끝마을길 72,37930,sea,easycamping,kids,16,1621,36.01903,129.5817,,
1234,늘푸른캠핑장,경상북도 포항시 북구 송라면 중산리 179-1,경상북도 포항시 북구 송라면 중리길 14,37509,lake,caravan,pet,16,1621,36.23506,129.3359,,
1235,썬빌리지펜션캠핑장,경상북도 포항시 남구 호미곶면 강사리 778-9,경상북도 포항시 남구 호미곶면 호미로 1188,37929,mountain,camping,family,16,1621,36.06233,129.5743,,
1236,칠포오토캠핑장,경상북도 포항시 북구 흥해읍 금장리 16,경상북도 포항시 북구 흥해읍 암각화길 41,37530,river,glamping,couple,16,1621,36.13582,129.3849,,
1237,농업회사법인 봉좌마을 캠핑장,경상북도 포항시 북구 기계면 봉계리 262-1,경상북도 포항시 북구 기계면 봉계길 46,37529,sea,easycamping,kids,16,1621,36.07759,129.1704,,
1238,농업회사법인 주식회사 봉산권역,경상북도 포항시 남구 장기면 창지리,경상북도 포항시 남구 장기면 장기로 795 (장기초등학교봉산분교장),37943,lake,caravan,pet,16,1621,35.92636,129.4768,,
1239,엘포리글램핑,경상북도 포항시 북구 기계면 학야리 749-5,경상북도 포항시 북구 기계면 학야길215번길 59,37529,mountain,camping,family,16,1621,36.04706,129.1988,,
1240,에덴오토캠핑장,경상북도 포항시 북구 죽장면 가사리 404,경상북도 포항시 북구 죽장면 가사길 15,37503,river,glamping,couple,16,1621,36.19268,129.1513,,
1241,하옥히든밸리,경상북도 포항시 북구 죽장면 하옥리 926,경상북도 포항시 북구 죽장면 죽장로2419번길 14-6,37500,sea,easycamping,kids,16,1621,36.27783,129.2393,,
1242,별삼킨별,경상북도 포항시 북구 죽장면 하옥리 928,경상북도 포항시 북구 죽장면 죽장로2419번길 14-22,37500,lake,caravan,pet,16,1621,36.27874,129.2387,,
1243,주작산자연휴양림,전라남도 강진군 신전면 수양리 산 65-5,전라남도 강진군 신전면 주작산길 398,59252,mountain,camping,family,11,1101,34.51493,126.6875,,
1244,영천 솔롱고 글램핑,경상북도 영천시 금호읍 약남리 936-4,경상북도 영천시 금호읍 칠백로 436,38883,river,glamping,couple,16,1615,35.90133,128.9255,,
1245,청파관광농원(성주물가애캠핑장),경상북도 성주군 수륜면 신정리 657-28,경상북도 성주군 수륜면 신정3길 2-19,40065,sea,easycamping,kids,16,1610,35.85715,128.1915,,
1246,성주자연오토캠핑장,경상북도 성주군 가천면 화죽리 372-2번지,경상북도 성주군 가천면 동신로 803,40061,lake,caravan,pet,16,1610,35.86837,128.1631,,
1247,주식회사 디노 담양힐링파크 지점,전라남도 담양군 봉산면 기곡리 836-2번지,전라남도 담양군 봉산면 탄금길 9-26,57371,river,glamping,couple,11,1107,35.27151,126.9612,,
1248,라온야영장,전라남도 담양군 용면 도림리 176-7번지,전라남도 담양군 용면 금성산성길 548,57300,lake,caravan,pet,11,1107,35.3762,126.9961,,
1249,가마골계곡 핫캠핑장,전라남도 담양군 용면 용연리 800-3,전라남도 담양군 용면 용소길 131,57300,mountain,camping,family,11,1107,35.43638,127.0308,,
1250,월출산국립공원 천황야영장,전라남도 영암군 영암읍 개신리 466-1,전라남도 영암군 영암읍 천황사로 280-73,58424,river,glamping,couple,11,1114,34.77397,126.7195,,
1251,학가산우래자연휴양림 야영장,경상북도 예천군 보문면 우래리 산 80번지 학가산자연휴양림,경상북도 예천군 보문면 휴양림길 210,36813,sea,easycamping,kids,16,1616,36.6752,128.592,,
1252,이지캠핑,경상북도 예천군 감천면 포리 1153-2,경상북도 예천군 감천면 충효로 1131-27,36810,lake,caravan,pet,16,1616,36.70546,128.5104,,
1253,박달재옛길캠핑장,충청북도 제천시 봉양읍 원박리 929-1번지,충청북도 제천시 봉양읍 원박길 245,27111,lake,caravan,pet,8,807,37.14125,128.0649,,
1254,평산오토캠핑장,충청북도 제천시 백운면 덕동리 85번지,충청북도 제천시 백운면 덕동로 205-4,27101,river,glamping,couple,8,807,37.20101,127.9796,,
1255,제천옛날학교캠핑장,충청북도 제천시 덕산면 수산리 833-2,충청북도 제천시 덕산면 후청골길 72,390853,sea,easycamping,kids,8,807,36.91378,128.0941,,
1256,태라글램핑,충청북도 제천시 봉양읍 옥전리 117-1,충청북도 제천시 봉양읍 제원로8길 21-26,27106,lake,caravan,pet,8,807,37.17423,128.1097,,
1257,용두산오토캠핑장,충청북도 제천시 모산동 산 2-1번지,충청북도 제천시 명암로 1040 (모산동),27128,mountain,camping,family,8,807,37.18986,128.1867,,
1258,가마실캠핑장,충청북도 제천시 자작동 242번지,충청북도 제천시 의병대로61길 50 (자작동),27131,river,glamping,couple,8,807,37.12163,128.2967,,
1259,제천 하늘뜨레 서울캠핑장,충청북도 제천시 송학면 송한리 543번지,충청북도 제천시 송학면 송학주천로19길 5 (송한분교),27121,sea,easycamping,kids,8,807,37.22116,128.2366,,
1260,월악산광천민박오토캠핑장,충청북도 제천시 덕산면 월악리 441번지,충청북도 제천시 덕산면 월악산로5길 18-3,27225,lake,caravan,pet,8,807,36.88249,128.1507,,
1261,디투어스캠프클럽,충청북도 제천시 청풍면 연곡리 228-14번지,충청북도 제천시 청풍면 청풍명월로 246,27214,mountain,camping,family,8,807,37.01025,128.1547,,
1262,엉클캠프(UNCLE CAMP),충청북도 제천시 봉양읍 옥전리 225-7,충청북도 제천시 봉양읍 제원로8길 16-1,27106,river,glamping,couple,8,807,37.17297,128.1088,,
1263,제천워터파크캠핑랜드,충청북도 제천시 봉양읍 명도리 322-2,충청북도 제천시 봉양읍 용두대로40길 172-22,27109,sea,easycamping,kids,8,807,37.15941,128.1402,,
1264,패밀리오토캠핑장 (한국전통문화체험학교),충청북도 제천시 덕산면 월악리 564,충청북도 제천시 덕산면 월악산로4길 10 (월악분교),27225,lake,caravan,pet,8,807,36.89159,128.1389,,
1265,덕동계곡오토캠핑장,충청북도 제천시 백운면 덕동리 78-2,충청북도 제천시 백운면 덕동로 161-3,27101,mountain,camping,family,8,807,37.19761,127.9834,,
1266,비토 국민여가캠핑장,경상남도 사천시 서포면 비토리 산 40,경상남도 사천시 서포면 용궁로 124,52545,river,glamping,couple,17,1707,34.96551,127.9828,,
1267,충청남도산림자원연구소(금강자연휴양림),세종특별자치시 금남면 도남리 12-2,세종특별자치시 금남면 산림박물관길 110,30085,sea,easycamping,kids,6,602,36.43437,127.2322,,
1268,풍성채,세종특별자치시 전동면 송성리 516-1,세종특별자치시 전동면 송성길 116,30009,lake,caravan,pet,6,603,36.63887,127.2127,,
1269,농업회사법인 다온숲 주식회사,세종특별자치시 전동면 보덕리 292,세종특별자치시 전동면 깊은내길 213,30012,mountain,camping,family,6,603,36.64249,127.2542,,
1270,귤암리캠핑장,강원도 정선군 정선읍 귤암리 171,강원도 정선군 정선읍 옷바우길 2,26134,river,glamping,couple,4,410,37.33679,128.6116,,
1271,정선골민박캠핑장,강원도 정선군 남면 광덕리 485,강원도 정선군 남면 광락로 643,26143,sea,easycamping,kids,4,410,37.32057,128.6742,,
1272,개미들솔향기야영장,강원도 정선군 남면 낙동리 613,강원도 정선군 남면 광락로 507,26143,lake,caravan,pet,4,410,37.3198,128.6807,,
1273,설래림야영장,강원도 정선군 임계면 도전리 산 64번지,강원도 정선군 임계면 내도전길 418,26112,mountain,camping,family,4,410,37.48219,128.9065,,
1274,정선애펜션캠핑장,강원도 정선군 남면 낙동리 606-6,강원도 정선군 남면 광락로 476-7,26143,river,glamping,couple,4,410,37.31863,128.6831,,
1275,화암동굴야영장,강원도 정선군 화암면 화암리 534번지,강원도 정선군 화암면 화암동굴길 12-1,26116,sea,easycamping,kids,4,410,37.35132,128.7893,,
1276,화암약수야영장,강원도 정선군 화암면 화암리 1177-1번지,강원도 정선군 화암면 약수길 1330,26116,lake,caravan,pet,4,410,37.32935,128.7856,,
1277,항골계곡야영장,강원도 정선군 북평면 북평리 산 1번지,강원도 정선군 북평면 탑골길 379-8,26101,mountain,camping,family,4,410,37.47628,128.6625,,
1278,글램핑 앤 카라반,경상북도 포항시 남구 호미곶면 구만리 602-3,경상북도 포항시 남구 호미곶면 구만길 64,37928,river,glamping,couple,16,1621,36.08006,129.5459,,
1279,그린오토캠핑장,경상북도 포항시 남구 호미곶면 강사리,경상북도 포항시 남구 호미곶면 호미로 1178,37929,sea,easycamping,kids,16,1621,36.04045,129.5617,,
1280,가야경 오토캠핑장,경상북도 성주군 가천면 용사리 34-1번지,경상북도 성주군 가천면 동신로 209,40062,lake,caravan,pet,16,1610,35.8522,128.119,,
1281,미루밸리관광농원,경상북도 성주군 가천면 법전리 777번지,경상북도 성주군 가천면 법전1길 137,40061,mountain,camping,family,16,1610,35.86094,128.1334,,
1282,금수문화공원야영장,경상북도 성주군 금수면 무학리 171-11번지,경상북도 성주군 금수면 무학1길 11-5,40058,river,glamping,couple,16,1610,35.91748,128.122,,
1283,아라야영장,경상북도 성주군 금수면 봉두리 310번지,경상북도 성주군 금수면 사더래길 116,40058,sea,easycamping,kids,16,1610,35.90851,128.1365,,
1284,포천리컴펜글,경상북도 성주군 가천면 화죽리 5951번지,경상북도 성주군 가천면 포천계곡로 277,40061,lake,caravan,pet,16,1610,35.87118,128.1627,,
1285,포천파크야영장,경상북도 성주군 가천면 화죽리 154-1번지,경상북도 성주군 가천면 포천계곡로 81,40061,mountain,camping,family,16,1610,35.86938,128.1712,,
1286,가야산백운오토캠핑장,경상북도 성주군 수륜면 백운리 917번지,경상북도 성주군 수륜면 백운2길 51-32,40063,river,glamping,couple,16,1610,35.79499,128.1521,,
1287,팔봉글램핑,충청북도 충주시 대소원면 문주리 42-1 외 1필지,충청북도 충주시 대소원면 팔봉향산길 17,27474,sea,easycamping,kids,8,810,36.90006,127.9236,,
1288,초원오토캠핑장,충청북도 충주시 중앙탑면 하구암리 671,충청북도 충주시 중앙탑면 감노로 2003,27448,lake,caravan,pet,8,810,37.03993,127.8169,,
1289,행복숲체험원 오토캠핑장,충청북도 충주시 노은면 문성리 산 68,충청북도 충주시 노은면 우성1길 191,27452,mountain,camping,family,8,810,37.02902,127.7552,,
1290,충주카누캠핑장,충청북도 충주시 동량면 화암리 340,충청북도 충주시 동량면 지등로 1276-4,27323,river,glamping,couple,8,810,36.97574,128.0207,,
1291,열린캠핑장,충청북도 충주시 앙성면 지당리 240,충청북도 충주시 앙성면 와평2길 8,27304,sea,easycamping,kids,8,810,37.10781,127.7246,,
1292,소나무숲아래,충청북도 충주시 수안보면 미륵리 206-2번지,충청북도 충주시 수안보면 미륵리사지길 29,27501,mountain,camping,family,8,810,36.82391,128.0899,,
1293,에코유 캠핑장,경기도 동두천시 탑동동 495-8,경기도 동두천시 천보산로359번길 57 (탑동동),11360,sea,easycamping,kids,3,317,37.86535,127.1074,,
1294,소풍정원 캠핑장,경기도 평택시 고덕면 궁리 476-12,경기도 평택시 고덕면 새악길 43-42,17924,lake,caravan,pet,3,320,37.01134,127.0174,,
1295,울성캠핑낚시터,경기도 평택시 지제동 815-1번지,경기도 평택시 울성길 237-20 (지제동),17823,mountain,camping,family,3,320,37.01629,127.0591,,
