번호,사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,상세코드,위도,경도,COL1,COL2
1051,살둔산장,강원도 홍천군 내면 율전리 212-10번지,강원도 홍천군 내면 살둔길 30-15,25169,river,glamping,couple,4,414,37.79714,128.3433,,
1052,클럽레스피아,강원도 홍천군 북방면 노일리 854-5,강원도 홍천군 북방면 구룡밭길 24-30,25111,sea,easycamping,kids,4,414,37.68466,127.728,,
1053,파크12,강원도 홍천군 서면 모곡리 491-46번지,강원도 홍천군 서면 밤벌길2번길 35,25100,lake,caravan,pet,4,414,37.69748,127.6021,,
1054,(주)쉐르빌리안티티,강원도 홍천군 서면 모곡리 547번지,강원도 홍천군 서면 밤벌길19번길 111,25100,mountain,camping,family,4,414,37.7018,127.5963,,
1055,하늘바라기 글램핑,강원도 홍천군 내촌면 화상대리 1206,강원도 홍천군 내촌면 아홉사리로 164-22,25163,river,glamping,couple,4,414,37.80395,128.0055,,
1056,홍천동산펜션오토캠핑장,강원도 홍천군 홍천읍 장전평리 868-3번지,강원도 홍천군 홍천읍 높은터로 332,25118,sea,easycamping,kids,4,414,37.64016,127.8507,,
1057,석산계곡 코코비발디글램핑 카라반 오토캠핑장,강원도 홍천군 서면 중방대리 419,강원도 홍천군 서면 고루개길 37-17,25104,lake,caravan,pet,4,414,37.66701,127.5992,,
1058,휴양빌리지 가온,강원도 홍천군 서면 중방대리 28,강원도 홍천군 서면 한서로 1304,25104,mountain,camping,family,4,414,37.64329,127.6201,,
1059,해솔캠핑장,강원도 홍천군 내촌면 답풍리 247-4,강원도 홍천군 내촌면 논골길 91,25163,river,glamping,couple,4,414,37.80771,128.0784,,
1060,칡소폭포 캠핑장,강원도 홍천군 내면 광원리 551-5,강원도 홍천군 내면 을수길 27,25170,sea,easycamping,kids,4,414,37.80703,128.466,,
1061,소백산국립공원 삼가야영장,경상북도 영주시 풍기읍 삼가리 302-1,경상북도 영주시 풍기읍 삼가로 509,36018,mountain,camping,family,16,1614,36.92647,128.5023,,
1062,주막거리캠프,경상북도 영주시 부석면 남대리 177-3번지,경상북도 영주시 부석면 영부로 847-10,36000,river,glamping,couple,16,1614,37.0393,128.6688,,
1063,산아래캠핑장,경상북도 영주시 부석면 남대리 46-2,경상북도 영주시 부석면 영부로890번길 132,36000,sea,easycamping,kids,16,1614,37.03545,128.6761,,
1064,비로야영장,경상북도 영주시 풍기읍 삼가리 251번지,경상북도 영주시 풍기읍 삼가로 447-11,36018,lake,caravan,pet,16,1614,36.92206,128.5047,,
1065,자연이랑캠프,강원도 영월군 무릉도원면 법흥리 156-1,강원도 영월군 무릉도원면 무릉법흥로 1174,26201,mountain,camping,family,4,420,37.36068,128.2749,,
1066,늘푸른 캠핑장,강원도 영월군 김삿갓면 내리 492-12번지 외 1필지,강원도 영월군 김삿갓면 내리계곡로 1116-4,26247,river,glamping,couple,4,420,37.07794,128.7082,,
1067,김삿갓계곡캠핑장,강원도 영월군 김삿갓면 와석리 913-3,강원도 영월군 김삿갓면 김삿갓로 216-30,26246,sea,easycamping,kids,4,420,37.07919,128.6025,,
1068,힐스톤 캠핑장,강원도 영월군 주천면 금마리 41-12,강원도 영월군 주천면 금용강변로 34-13,26206,lake,caravan,pet,4,420,37.24307,128.2789,,
1069,소나무와 계곡 캠핑장,강원도 영월군 무릉도원면 법흥리 311번지,강원도 영월군 무릉도원면 백년계곡길 88-3,26201,mountain,camping,family,4,420,37.37268,128.2723,,
1070,힐링캠프,강원도 춘천시 서면 서상리 897,강원도 춘천시 서면 툇골길 693-12,24460,river,glamping,couple,4,412,37.92956,127.6416,,
1071,강촌 캠핑플레이스,강원도 춘천시 남산면 백양리 산 1-2,강원도 춘천시 남산면 북한강변길 688,24464,sea,easycamping,kids,4,412,37.82547,127.5896,,
1072,강원도산림과학연구원 집다리골자연휴양림,강원도 춘천시 사북면 지암리 521-2 집다리골자연휴양림,강원도 춘천시 사북면 화악지암1길 130,24200,lake,caravan,pet,4,412,37.97761,127.5808,,
1073,다볼펜션,강원도 춘천시 남산면 창촌리 546,강원도 춘천시 남산면 둔일길 202,24465,mountain,camping,family,4,412,37.77495,127.6245,,
1074,어반슬로우시티,강원도 춘천시 남면 관천리 383,강원도 춘천시 남면 가옹개길 108,24468,river,glamping,couple,4,412,37.73256,127.5123,,
1075,강촌관광농원,강원도 춘천시 남산면 강촌리 498,강원도 춘천시 남산면 오양골길 125,24465,sea,easycamping,kids,4,412,37.81934,127.6012,,
1076,강촌포도팬션&캠핑장,강원도 춘천시 남산면 백양리 266,강원도 춘천시 남산면 서백2길 36,24464,lake,caravan,pet,4,412,37.80863,127.5731,,
1077,춘천숲자연휴양림,강원도 춘천시 동산면 군자리 산 403,강원도 춘천시 동산면 종자리로 224-104 (춘천숲자연휴양림),24409,mountain,camping,family,4,412,37.74455,127.7442,,
1078,더시크릿가든 캠프지라운드,강원도 춘천시 남산면 방하리 506-4,강원도 춘천시 남산면 방하로 297,24464,river,glamping,couple,4,412,37.76908,127.5529,,
1079,프라임캠핑장,강원도 춘천시 사북면 고성리 36-10,강원도 춘천시 사북면 사여골길 25,24201,sea,easycamping,kids,4,412,38.00774,127.7409,,
1080,국립자연휴양림관리소 북부지역팀(중미산휴양림),경기도 양평군 옥천면 신복리 산 201-2,경기도 양평군 옥천면 중미산로 1152,12505,lake,caravan,pet,3,304,37.58291,127.4525,,
1081,국립자연휴양림관리소 북부지역팀(산음자연휴양림),경기도 양평군 단월면 산음리 산 84,경기도 양평군 단월면 고북길 347,12527,mountain,camping,family,3,304,37.59018,127.6,,
1082,오커빌리지,경기도 양평군 용문면 연수리 530,경기도 양평군 용문면 장수길 22,12509,river,glamping,couple,3,304,37.5087,127.5641,,
1083,청운오토캠핑장,경기도 양평군 청운면 가현리 517,경기도 양평군 청운면 수풀길 37,12530,sea,easycamping,kids,3,304,37.54282,127.7023,,
1084,용문산관광지 야영장,경기도 양평군 용문면 신점리 525-2,경기도 양평군 용문면 용문산로 641,12510,lake,caravan,pet,3,304,37.54526,127.583,,
1085,용문산자연휴양림,경기도 양평군 양평읍 백안리 산 68-1,경기도 양평군 양평읍 약수사길 78-14,12547,mountain,camping,family,3,304,37.51638,127.5192,,
1086,참사람생태예술치유센터(산음숲자연학교),경기도 양평군 단월면 산음리 230-4,경기도 양평군 단월면 봉미산샘골길 1,12527,river,glamping,couple,3,304,37.60551,127.6012,,
1087,(주)캠핑어클락,경기도 가평군 하면 마일리 370-3,경기도 가평군 하면 연인산로474번길 27,12433,sea,easycamping,kids,3,301,37.84722,127.3775,,
1088,베스트캠핑장,경기도 가평군 가평읍 금대리 302-10,경기도 가평군 가평읍 북한강변로 517-8,12428,mountain,camping,family,3,301,37.77234,127.5353,,
1089,리즈밸리,경기도 가평군 설악면 가일리 40,경기도 가평군 설악면 어비산길 201-34,12473,river,glamping,couple,3,301,37.5917,127.5127,,
1090,더 플래츠 글램핑,경기도 가평군 상면 행현리 375-4,경기도 가평군 상면 수목원로 181-28,12448,lake,caravan,pet,3,301,37.76215,127.3644,,
1091,가평운악홀리데이카라반파크,경기도 가평군 조종면 신상리 206-10번지,경기도 가평군 조종면 운악청계로 424,12434,mountain,camping,family,3,301,37.85306,127.3563,,
1092,온더락캠핑장,경기도 가평군 상면 행현리 산 190번지,경기도 가평군 상면 수목원로 238-106,12448,river,glamping,couple,3,301,37.75982,127.3583,,
1093,지지밸리야영장,경기도 가평군 설악면 방일리 545-4번지,경기도 가평군 설악면 유명로 794-46,12472,sea,easycamping,kids,3,301,37.61628,127.4918,,
1094,캠플레이,경기도 가평군 상면 상동리 250-2번지,경기도 가평군 상면 비룡로 1610-15,12443,lake,caravan,pet,3,301,37.7807,127.2888,,
1095,휘게리 잣나무숲 캠핑장,강원도 홍천군 화촌면 장평리 411-19번지,강원도 홍천군 화촌면 구룡령로 1472-39,25159,mountain,camping,family,4,414,37.74164,128.1098,,
1096,늘편한캠핑장,강원도 홍천군 두촌면 괘석리 421-1,강원도 홍천군 두촌면 황병고개길 25-10,25160,river,glamping,couple,4,414,37.86402,128.1067,,
1097,보또피아힐링파크,강원도 홍천군 서면 두미리 785-20번지,강원도 홍천군 서면 개야로548번길 25-8,25101,sea,easycamping,kids,4,414,37.68084,127.6519,,
1098,용오름캠핑장,강원도 홍천군 서석면 검산리 326-1,강원도 홍천군 서석면 검산길 263,25167,lake,caravan,pet,4,414,37.72088,128.2361,,
1099,검산별빛야영장,강원도 홍천군 서석면 검산리 135-1,강원도 홍천군 서석면 마리소리길 120,25167,mountain,camping,family,4,414,37.73303,128.2437,,
1100,(주)가람레저산업 펠리즈29,강원도 홍천군 두촌면 철정리 33-2,강원도 홍천군 두촌면 부채들길 41,25164,river,glamping,couple,4,414,37.83495,128.0177,,
1101,홍천 무네미 별마루 관광농원,강원도 홍천군 내면 방내리 산 1289-5번지,강원도 홍천군 내면 수유동길 635,25169,sea,easycamping,kids,4,414,37.81058,128.2726,,
1102,J캠핑장,강원도 홍천군 내면 창촌리 786번지,강원도 홍천군 내면 소한동길 301,25171,lake,caravan,pet,4,414,37.79046,128.4297,,
1103,개똥이네캠핑장,강원도 홍천군 북방면 원소리 35번지,강원도 홍천군 북방면 원소길 25,25111,mountain,camping,family,4,414,37.71983,127.7607,,
1104,몬테리오,강원도 홍천군 서면 마곡리 121-1번지,강원도 홍천군 서면 마곡길 220,25100,river,glamping,couple,4,414,37.72865,127.5796,,
1105,새연리조트글램핑홍천점(구 어울림글램핑),강원도 홍천군 화촌면 구성포리 1179,강원도 홍천군 화촌면 작은도심리길 4-11,25156,sea,easycamping,kids,4,414,37.79447,127.9072,,
1106,거제자연휴양림,경상남도 거제시 동부면 구천리 산 103,경상남도 거제시 동부면 거제중앙로 325,53332,lake,caravan,pet,17,1701,34.7857,128.626,,
1107,거제글램퍼스,경상남도 거제시 일운면 망치리 252번지,경상남도 거제시 일운면 망치4길 38,53329,river,glamping,couple,17,1701,34.81474,128.6654,,
1108,선달산계곡캠핑장,경상북도 영주시 부석면 남대리 45-3번지,경상북도 영주시 부석면 영부로890번길 134,36000,sea,easycamping,kids,16,1614,37.03576,128.6765,,
1109,영주시 소백산역 캠핑장,경상북도 영주시 풍기읍 수철리 195번지,경상북도 영주시 풍기읍 죽령로1513번길 41-9 (희방사역),36020,lake,caravan,pet,16,1614,36.89453,128.4648,,
1110,소백산 꽃가람야영장,경상북도 영주시 풍기읍 삼가리 146-2번지,경상북도 영주시 풍기읍 삼가로 407-7,36018,mountain,camping,family,16,1614,36.91963,128.5091,,
1111,양주시 미술관 옆 캠핑장,경기도 양주시 장흥면 석현리 396-1,경기도 양주시 장흥면 권율로 185,11520,river,glamping,couple,3,306,37.73097,126.9482,,
1112,양주산막골캠핑장,경기도 양주시 백석읍 기산리 385,경기도 양주시 백석읍 기산로 414-20,11518,sea,easycamping,kids,3,306,37.77481,126.9375,,
1113,대궐오토캠핑장,경기도 양주시 백석읍 기산리 364-4,경기도 양주시 백석읍 기산로440번길 177,11518,lake,caravan,pet,3,306,37.76813,126.9396,,
1114,안태울캠핑장,경기도 양주시 광적면 효촌리 230,경기도 양주시 광적면 화합로81번길 375-66,11411,mountain,camping,family,3,306,37.87207,126.9504,,
1115,기산골캠핑장,경기도 양주시 백석읍 기산리 393-2,경기도 양주시 백석읍 기산로 413,11518,river,glamping,couple,3,306,37.77657,126.9357,,
1116,비타민캠핑장,경기도 양주시 백석읍 기산리 370,경기도 양주시 백석읍 기산로440번길 110-43,11518,sea,easycamping,kids,3,306,37.77026,126.9374,,
1117,선녀와 나무꾼,경기도 양주시 덕계동 540,경기도 양주시 평화로1501번길 90 (덕계동),11440,lake,caravan,pet,3,306,37.82666,127.0465,,
1118,범산골캠핑장,경기도 양주시 광적면 비암리 757-9,경기도 양주시 광적면 부흥로 34-17,11424,mountain,camping,family,3,306,37.80409,126.9144,,
1119,캠프리카 캠핑장,경기도 양주시 백석읍 기산리 362,경기도 양주시 백석읍 기산로440번길 127,11518,river,glamping,couple,3,306,37.771,126.9388,,
1120,일영무두리캠핑장,경기도 양주시 장흥면 삼상리 28-14,경기도 양주시 장흥면 유원지로 176-77,11524,sea,easycamping,kids,3,306,37.70042,126.9472,,
1121,휴리조트캠핑장,경기도 양주시 만송동 83-30,경기도 양주시 만송로366번길 215-31 (만송동),11494,lake,caravan,pet,3,306,37.78486,127.0976,,
1122,강촌달머리캠핑장,강원도 춘천시 서면 안보리 471-1,강원도 춘천시 서면 율장길 123-39,24463,mountain,camping,family,4,412,37.85142,127.5721,,
1123,춘천Believing(빌리빙)캠핑장,강원도 춘천시 사북면 지암리 52,강원도 춘천시 사북면 화악지암길 600-112,24200,river,glamping,couple,4,412,37.97641,127.6281,,
1124,왕터주식회사,강원도 춘천시 남면 박암리 9-3,강원도 춘천시 남면 박암관천길 183-27,24468,sea,easycamping,kids,4,412,37.73,127.5609,,
1125,황금박쥐캠핑장,강원도 춘천시 남산면 산수리 458-3,강원도 춘천시 남산면 홍천강변길 476,24467,lake,caravan,pet,4,412,37.67959,127.646,,
1126,별 헤는 마을,강원도 춘천시 서면 당림리 280-2,강원도 춘천시 서면 경춘로 1092,24463,mountain,camping,family,4,412,37.82288,127.6257,,
1127,캠핑하는 집,강원도 춘천시 동산면 봉명리 542,강원도 춘천시 동산면 원무동길 303-28,24410,river,glamping,couple,4,412,37.75896,127.7975,,
1128,툇골 캠핑장,강원도 춘천시 서면 서상리 801-2,강원도 춘천시 서면 툇골길 413-38,24460,lake,caravan,pet,4,412,37.93539,127.6579,,
1129,(주)아웃오브파크,강원도 춘천시 남면 관천리 356-12,강원도 춘천시 남면 가옹개길 52-9,24468,mountain,camping,family,4,412,37.72807,127.5108,,
1130,늘푸른 관광농원,강원도 춘천시 북산면 추곡리 142-4,강원도 춘천시 북산면 추곡약수길 47,24208,river,glamping,couple,4,412,38.03385,127.8883,,
1131,하얀여울,강원도 영월군 무릉도원면 법흥리 37-11번지,강원도 영월군 무릉도원면 무릉법흥로 932,26201,sea,easycamping,kids,4,420,37.34036,128.2807,,
1132,휴가를 부탁해 캠핑장,강원도 영월군 김삿갓면 내리 388-11 외 1필지,강원도 영월군 김삿갓면 내리계곡로 1024,26247,lake,caravan,pet,4,420,37.07794,128.7082,,
1133,상순네 캠핑장,강원도 영월군 산솔면 이목리 571 외 1필지,강원도 영월군 산솔면 고장골길 76-6,26243,mountain,camping,family,4,420,37.15518,128.6585,,
1134,갈기산 캠핑장,경기도 양평군 청운면 신론리 189-4,경기도 양평군 청운면 신론새터길 21,12531,river,glamping,couple,3,304,37.55946,127.7884,,
1135,금물산하늘소캠프,경기도 양평군 청운면 도원리 837-5,경기도 양평군 청운면 삼백골길 45,12531,sea,easycamping,kids,3,304,37.54986,127.7907,,
1136,설매재자연휴양림야영장,경기도 양평군 옥천면 용천리 산 29-21,경기도 양평군 옥천면 용천로 510,12506,lake,caravan,pet,3,304,37.55673,127.5094,,
1137,다목적광장 야영장,경기도 양평군 양동면 계정리 산 6,경기도 양평군 양동면 계정점말길102번길 195,12535,mountain,camping,family,3,304,37.44031,127.7877,,
1138,양평 글램퍼스,경기도 양평군 단월면 부안리 27,경기도 양평군 단월면 대부록길 38-3,12528,river,glamping,couple,3,304,37.5791,127.6821,,
1139,글램핑 앤 카라반,경기도 양평군 단월면 부안리 55,경기도 양평군 단월면 단월로 600,12528,sea,easycamping,kids,3,304,37.58607,127.6777,,
1140,천사봉 오토 캠핑장,경기도 양평군 단월면 산음리 662-7,경기도 양평군 단월면 고북길 111-10,12527,lake,caravan,pet,3,304,37.59574,127.5973,,
1141,와이글램핑,경기도 양평군 용문면 중원리 45-2,경기도 양평군 용문면 강이대길38번길 26-37,12512,mountain,camping,family,3,304,37.52693,127.6262,,
1142,양평 휴 캠핑 워크샵,경기도 양평군 청운면 갈운리 514-5,경기도 양평군 청운면 경강로 4882,12532,river,glamping,couple,3,304,37.54043,127.769,,
1143,서후리 캠핑장,경기도 양평군 서종면 서후리 318,경기도 양평군 서종면 서차남1길 4,12504,lake,caravan,pet,3,304,37.57269,127.4194,,
1144,강촌밸리,강원도 춘천시 남산면 방곡리 4-10,강원도 춘천시 남산면 풀무골길 82-53,24465,mountain,camping,family,4,412,37.80596,127.6344,,
1145,멍우리협곡관광농원(한탄강둘레길캠핑장),경기도 포천시 영북면 소회산리 363-3 외 1필지(364-2),경기도 포천시 영북면 소회산길 366,11108,sea,easycamping,kids,3,302,38.09548,127.2337,,
1146,힐링캠프Sunset,인천광역시 중구 을왕동 678-179,인천광역시 중구 선녀바위로 70 (을왕동),22383,lake,caravan,pet,2,203,37.4414,126.3835,,
1147,백담정 캠핑장,강원도 인제군 북면 용대리 868-12,강원도 인제군 북면 백담로 126,24606,mountain,camping,family,4,409,38.18896,128.3621,,
1148,솔베이캠핑장,충청북도 괴산군 감물면 백양리 8-9번지,충청북도 괴산군 감물면 충민로 1083-12,28005,river,glamping,couple,8,801,36.84728,127.8903,,
1149,광주시민의숲 야영장,광주광역시 북구 월출동 968,광주광역시 북구 추암로 190 (월출동),61002,sea,easycamping,kids,10,1001,35.23428,126.8672,,
1150,CLUB 596,충청남도 태안군 남면 몽산리 596,충청남도 태안군 남면 몽대로 360-9,32152,mountain,camping,family,7,702,36.68358,126.2684,,
1151,맘빌리지,충청남도 태안군 소원면 법산리,충청남도 태안군 소원면 법산길 350-60,32119,river,glamping,couple,7,702,36.74724,126.2047,,
1152,이태백야영장,충청남도 태안군 소원면 의항리 51번지,충청남도 태안군 소원면 송의로 809-68,32121,sea,easycamping,kids,7,702,36.83949,126.1639,,
1153,굼벵이야영장,충청남도 태안군 이원면 내리 523-1번지,충청남도 태안군 이원면 꾸지나무길 103-10,32100,lake,caravan,pet,7,702,36.93633,126.2941,,
1154,마검포힐링캠핑장,충청남도 태안군 남면 신온리 104-2,충청남도 태안군 남면 마검포길 313-30,32158,mountain,camping,family,7,702,36.60949,126.2909,,
1155,샛별글램핑,충청남도 태안군 안면읍 신야리 733-17,충청남도 태안군 안면읍 샛별길 238-12,32169,river,glamping,couple,7,702,36.45302,126.3354,,
1156,살구나무글램핑,강원도 횡성군 서원면 유현리 462,강원도 횡성군 서원면 경강로 615-19,25200,sea,easycamping,kids,4,416,37.52771,127.8646,,
1157,쉼이있는자유,충청남도 태안군 이원면 관리 1040-7,충청남도 태안군 이원면 음포길 133-6,32101,lake,caravan,pet,7,702,36.90586,126.2868,,
1158,제주돌하르방캠핑장,제주특별자치도 제주시 한경면 청수리 2130,제주특별자치도 제주시 한경면 낙수로 271-40,63006,mountain,camping,family,18,1801,33.3239,126.2392,,
1159,교래자연휴양림야영장,제주특별자치도 제주시 조천읍 교래리 산 119번지,제주특별자치도 제주시 조천읍 남조로 2023,63345,river,glamping,couple,18,1801,33.42762,126.6666,,
1160,한라산국립공원관음사지구야영장,제주특별자치도 제주시 오등동 산 180-3번지,제주특별자치도 제주시 산록북로 588,63242,sea,easycamping,kids,18,1801,33.4219,126.5503,,
1161,귤빛캠핑장,제주특별자치도 제주시 조천읍 대흘리 172,제주특별자치도 제주시 조천읍 함와로 428,63343,lake,caravan,pet,18,1801,33.50495,126.6744,,
1162,제주에코힐글램핑,제주특별자치도 제주시 애월읍 광령리 926번지,제주특별자치도 제주시 애월읍 광령평화8길 22,63064,mountain,camping,family,18,1801,33.37017,126.482,,
1163,골체오름캠핑,제주특별자치도 제주시 조천읍 선흘리 1858-1번지,제주특별자치도 제주시 조천읍 번영로 1648-41,63346,river,glamping,couple,18,1801,33.45151,126.705,,
1164,교래생태체험장,제주특별자치도 제주시 조천읍 교래리 636,제주특별자치도 제주시 조천읍 교래4길 20-13,63345,sea,easycamping,kids,18,1801,33.42762,126.6666,,
1165,(주)제주글램핑,제주특별자치도 제주시 구좌읍 덕천리 1289,제주특별자치도 제주시 구좌읍 중산간동로 1921,63356,lake,caravan,pet,18,1801,33.48146,126.7535,,
1166,제주 자연인 글램핑,제주특별자치도 제주시 아라일동 2082-1,제주특별자치도 제주시 아란서길 110 (아라일동),63239,mountain,camping,family,18,1801,33.46833,126.5385,,
1167,그린하우스캠핑장,경상북도 경주시 산내면 대현리 495-1,경상북도 경주시 산내면 대현길 91,38187,river,glamping,couple,16,1602,35.72363,129.0661,,
1168,경주글램존,경상북도 경주시 안강읍 강교리 877-1,경상북도 경주시 안강읍 새안현로 928,38028,sea,easycamping,kids,16,1602,35.95052,129.14,,
1169,해바라기 캠핑장,경상북도 문경시 농암면 내서리 239-7,경상북도 문경시 농암면 청화로 697,37003,lake,caravan,pet,16,1607,36.57129,127.975,,
1170,숲이조아캠핑장,경상북도 문경시 농암면 율수리 318-4,경상북도 문경시 농암면 청화로 886-128,37002,mountain,camping,family,16,1607,36.56577,127.9897,,
1171,미산가족오토캠핑장,경상북도 문경시 마성면 하내리 14,경상북도 문경시 마성면 구랑로 78-11,36926,lake,caravan,pet,16,1607,36.66028,128.1046,,
1172,문경히든벨리오토캠핑장,경상북도 문경시 가은읍 죽문리 441번지,경상북도 문경시 가은읍 죽문길 271,36993,mountain,camping,family,16,1607,36.64899,127.9909,,
1173,그린스톤 캠핑장,경상북도 문경시 가은읍 완장리 351,경상북도 문경시 가은읍 완장길 103-63,36993,river,glamping,couple,16,1607,36.68299,127.9774,,
1174,비토애 럭셔리글램핑 산청점,경상남도 산청군 신안면 안봉리 1045-9,경상남도 산청군 신안면 둔철산로 575-26,52261,lake,caravan,pet,17,1708,35.38077,127.9652,,
1175,국립가리왕산자연휴양림,강원도 정선군 정선읍 회동리 산 2-1번지,강원도 정선군 정선읍 가리왕산로 707,26119,sea,easycamping,kids,4,410,37.42183,128.5759,,
1176,러브팩토리펜션캠핑장,강원도 정선군 남면 낙동리 620번지 -3,강원도 정선군 남면 광락로 521,26143,lake,caravan,pet,4,410,37.31941,128.6795,,
1177,도고온천모두캠핑장,충청남도 아산시 도고면 신언리 7-4번지,충청남도 아산시 도고면 도고온천로 207-20,31550,river,glamping,couple,7,710,36.7661,126.8796,,
1178,폭포 캠핑 야영장,강원도 인제군 북면 용대리 1078번지,강원도 인제군 북면 만해로 224-28,24606,sea,easycamping,kids,4,409,38.18896,128.3621,,
1179,베이스캠프,충청북도 진천군 진천읍 건송리 638-2번지,충청북도 진천군 진천읍 백곡로 1140-4,27822,lake,caravan,pet,8,808,36.87113,127.3983,,
1180,아빠캠핑가,충청북도 진천군 백곡면 구수리 16-2번지,충청북도 진천군 백곡면 안구수길 34-28,27824,mountain,camping,family,8,808,36.88664,127.3606,,
1181,힐사이드,충청북도 진천군 문백면 태락리 144-10,충청북도 진천군 문백면 태락3길 5-115,27865,river,glamping,couple,8,808,36.81984,127.4327,,
1182,덤바위,충청북도 진천군 문백면 은탄리 141번지,충청북도 진천군 문백면 농다리로 615,27867,sea,easycamping,kids,8,808,36.80002,127.4823,,
1183,초평밤나무,충청북도 진천군 초평면 화산리 875번지,충청북도 진천군 초평면 평화로 177,27859,lake,caravan,pet,8,808,36.81632,127.495,,
1184,추월산 골드 캠핑장,전라남도 담양군 용면 용연리 603-8번지,전라남도 담양군 용면 가마골로 221-4,57300,mountain,camping,family,11,1107,35.42619,127.0142,,
1185,메타파크,전라남도 담양군 금성면 대성리 40-2번지 외 6필지,전라남도 담양군 금성면 금성산성길 260,57301,sea,easycamping,kids,11,1107,35.37086,127.0213,,
1186,담양대나무골캠핑장,전라남도 담양군 월산면 화방리 624-6번지,전라남도 담양군 월산면 가산길 364,57312,lake,caravan,pet,11,1107,35.33734,126.9483,,
1187,누룽지야영장,전라남도 담양군 용면 용치리 95-6,전라남도 담양군 용면 추월산로 1316,57300,mountain,camping,family,11,1107,35.42673,126.9991,,
1188,해오름펜션야영장,전라남도 담양군 용면 월계리 282-24번지,전라남도 담양군 용면 월계길 50,57300,river,glamping,couple,11,1107,35.40522,126.9911,,
1189,언덕위에하얀집,충청남도 태안군 남면 신온리 893-3번지,충청남도 태안군 남면 곰섬로 472,32158,lake,caravan,pet,7,702,36.58659,126.2944,,
1190,백사장사계절숲속야영장,충청남도 태안군 안면읍 창기리 1292-10,충청남도 태안군 안면읍 해안관광로 927-48,32162,river,glamping,couple,7,702,36.57658,126.3153,,
1191,바다풍경카라반,충청남도 태안군 원북면 방갈리 515-102,충청남도 태안군 원북면 학암포길 21-75,32105,lake,caravan,pet,7,702,36.89848,126.2074,,
1192,오아시스글램핑,경상북도 경주시 구정동 17-1,경상북도 경주시 새골길 85-18 (구정동),38128,mountain,camping,family,16,1602,35.79111,129.3054,,
1193,월계수캠핑장,경상북도 경주시 산내면 대현리 1974-1,경상북도 경주시 산내면 문복로 758-10,38187,river,glamping,couple,16,1602,35.69739,129.0587,,
1194,에덴 오토 캠핑장,경상북도 경주시 감포읍 오류리 215,경상북도 경주시 감포읍 동해안로 2507-3,38124,sea,easycamping,kids,16,1602,35.82648,129.5084,,
1195,경주생태원캠핑장,경상북도 경주시 천북면 물천리 624-1,경상북도 경주시 천북면 물천안길 31,38038,lake,caravan,pet,16,1602,35.86918,129.2817,,
1196,스카이레저,경상북도 경주시 하동 332-3,경상북도 경주시 보불로 328-7 (하동),38126,mountain,camping,family,16,1602,35.81181,129.3074,,
1197,용천수캠핑장,경상북도 경주시 마동 980,경상북도 경주시 마동큰마을5길 13-14 (마동),38126,river,glamping,couple,16,1602,35.7863,129.308,,
1198,곤달비캠프,경상북도 경주시 산내면 일부리 산 367,경상북도 경주시 산내면 하신길 58-31,38186,sea,easycamping,kids,16,1602,35.73262,129.0011,,
1199,사나래카라반캠핑,경상북도 경주시 산내면 대현리 140-10,경상북도 경주시 산내면 대현길 349,38187,lake,caravan,pet,16,1602,35.70517,129.0767,,
1200,토함산 락 글램핑,경상북도 경주시 하동 124-11,경상북도 경주시 보불로 190-17 (하동),38126,mountain,camping,family,16,1602,35.80095,129.3144,,
1201,웅진계곡숲야영장,강원도 양구군 양구읍 웅진리 426,강원도 양구군 양구읍 소양웅진길 35-6,24517,river,glamping,couple,4,407,38.05799,127.9431,,
1202,국토정중앙천문대야영장,강원도 양구군 남면 도촌리 96-5 국토정중앙 천문대,강원도 양구군 남면 국토정중앙로 127,24556,sea,easycamping,kids,4,407,38.06885,128.0299,,
1203,월악산억수솔밭캠핑장,충청북도 제천시 덕산면 월악리 341번지,충청북도 제천시 덕산면 월악산로 721-12,27225,lake,caravan,pet,8,807,36.87315,128.1504,,
1204,행복한나드리캠핑장,충청북도 제천시 봉양읍 옥전리 286-1번지,충청북도 제천시 봉양읍 옥전길 156,27106,mountain,camping,family,8,807,37.17338,128.0925,,
1205,박달재자연휴양림야영장,충청북도 제천시 백운면 평동리 산 71번지,충청북도 제천시 백운면 금봉로 223,27105,river,glamping,couple,8,807,37.14973,128.0489,,
1206,월악산국립공원 용하야영장,충청북도 제천시 덕산면 월악리 868-2번지,충청북도 제천시 덕산면 월악산로 913,27225,sea,easycamping,kids,8,807,36.85812,128.1627,,
1207,글램핑W,경상남도 산청군 산청읍 내리 741,경상남도 산청군 산청읍 웅석봉로285번길 80-20 (웅석관광공원),52227,mountain,camping,family,17,1708,35.39275,127.8858,,
1208,백운계곡캠핑장,경상남도 산청군 단성면 백운리 389-1,경상남도 산청군 단성면 백운로51번길 220-16,52245,river,glamping,couple,17,1708,35.29523,127.8884,,
1209,계림정야영장,경상남도 산청군 삼장면 홍계리 1054-8 외 1,경상남도 산청군 삼장면 친환경로 967 (외 1),52232,lake,caravan,pet,17,1708,35.35196,127.8417,,
1210,지리산노을,경상남도 산청군 단성면 청계리 353-7,경상남도 산청군 단성면 호암로632번길 75,52241,mountain,camping,family,17,1708,35.31864,127.9077,,
